Title,Price,Availability,Category,Tags,Description
Burmy,£91.00,266 in stock," Bagworm, Pokemon"," Bagworm, burmy, Shed Skin","If its cloak is broken in battle, it quickly remakes the cloak with materials nearby."
Mothim,£177.00,151 in stock," Moth, Pokemon"," Moth, mothim, Swarm",It flutters around at night and steals honey from the Combee hive.
Combee,£111.00,254 in stock," Pokemon, Tiny Bee"," combee, Honey Gather, Tiny Bee","It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep."
Vespiquen,£104.00,123 in stock," Beehive, Pokemon"," Beehive, Pressure, vespiquen",Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.
Pachirisu,£151.00,86 in stock," EleSquirrel, Pokemon"," EleSquirrel, pachirisu, Run Away",A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.
Buizel,£55.00,62 in stock," Pokemon, Sea Weasel"," buizel, Sea Weasel, Swift Swim",It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.
Floatzel,£40.00,116 in stock," Pokemon, Sea Weasel"," floatzel, Sea Weasel, Swift Swim",Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.
Cherubi,£101.00,127 in stock," Cherry, Pokemon"," Cherry, cherubi, Chlorophyll",It evolves by sucking the energy out of the small ball where it had been storing nutrients.
Cherrim,£161.00,143 in stock," Blossom, Pokemon"," Blossom, cherrim, Flower Gift","If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body."
Shellos,£163.00,149 in stock," Pokemon, Sea Slug"," Sea Slug, shellos, Sticky Hold","Its shape and coloration vary, depending on its habitat."
Gastrodon,£148.00,119 in stock," Pokemon, Sea Slug"," gastrodon, Sea Slug, Sticky Hold",It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.
Ambipom,£36.00,247 in stock," Long Tail, Pokemon"," ambipom, Long Tail, Pickup","To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
Drifloon,£70.00,84 in stock," Balloon, Pokemon"," Aftermath, Balloon, drifloon",These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.
Drifblim,£36.00,233 in stock," Blimp, Pokemon"," Aftermath, Blimp, drifblim","It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go."
Buneary,£180.00,204 in stock," Pokemon, Rabbit"," buneary, Rabbit, Run Away","When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur."
Lopunny,£123.00,85 in stock," Pokemon, Rabbit"," Cute Charm, lopunny, Rabbit","The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs."
Mismagius,£38.00,215 in stock," Magical, Pokemon"," Levitate, Magical, mismagius",Its cries sound like incantations to torment the foe. It appears where you least expect it.
Honchkrow,£47.00,56 in stock," Big Boss, Pokemon"," Big Boss, honchkrow, Insomnia","Becoming active at night, it is known to swarm with numerous Murkrow in tow."
Glameow,£39.00,96 in stock," Catty, Pokemon"," Catty, glameow, Limber","When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon."
Purugly,£128.00,158 in stock," Pokemon, Tiger Cat"," Own Tempo, purugly, Tiger Cat","To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails."
Stunky,£106.00,12 in stock," Pokemon, Skunk"," Skunk, Stench, stunky",It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
Skuntank,£112.00,56 in stock," Pokemon, Skunk"," Skunk, skuntank, Stench",It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.
Bronzong,£110.00,191 in stock," Bronze Bell, Pokemon"," Bronze Bell, bronzong, Levitate",Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.
Bonsly,£106.00,273 in stock," Bonsai, Pokemon"," Bonsai, bonsly, Rock Head",It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.
Mime-jr,£170.00,188 in stock," Mime, Pokemon"," Mime, mime-jr, Soundproof","It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."
Happiny,£67.00,270 in stock," Playhouse, Pokemon"," happiny, Natural Cure, Playhouse","It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks."
Chatot,£78.00,261 in stock," Music Note, Pokemon"," chatot, Keen Eye, Music Note","It can learn and speak human words. If they gather, they all learn the same saying."
Spiritomb,£165.00,51 in stock," Forbidden, Pokemon"," Forbidden, Pressure, spiritomb",It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
Gible,£194.00,178 in stock," Land Shark, Pokemon"," gible, Land Shark, Sand Veil","It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
Gabite,£154.00,128 in stock," Cave, Pokemon"," Cave, gabite, Sand Veil","As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest."
Garchomp,£62.00,65 in stock," Mach, Pokemon"," garchomp, Mach, Sand Veil",It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
Munchlax,£190.00,239 in stock," Big Eater, Pokemon"," Big Eater, munchlax, Pickup",It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
Riolu,£70.00,86 in stock," Emanation, Pokemon"," Emanation, Inner Focus, riolu",The aura that emanates from its body intensifies to alert others if it is afraid or sad.
Lucario,£102.00,24 in stock," Aura, Pokemon"," Aura, Inner Focus, lucario","By reading the auras of all things, it can tell how others are feeling from over half a mile away."
Hippopotas,£189.00,231 in stock," Hippo, Pokemon"," Hippo, hippopotas, Sand Stream",It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
Hippowdon,£140.00,273 in stock," Heavyweight, Pokemon"," Heavyweight, hippowdon, Sand Stream",It blasts internally stored sand from ports on its body to create a towering twister for attack.
Skorupi,£51.00,42 in stock," Pokemon, Scorpion"," Scorpion, skorupi, Sniper",It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
Drapion,£72.00,273 in stock," Ogre Scorpion, Pokemon"," drapion, Ogre Scorpion, Sniper",It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
Croagunk,£145.00,207 in stock," Pokemon, Toxic Mouth"," croagunk, Dry Skin, Toxic Mouth","Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab."
Toxicroak,£145.00,108 in stock," Pokemon, Toxic Mouth"," Dry Skin, Toxic Mouth, toxicroak",Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
Carnivine,£60.00,245 in stock," Bug Catcher, Pokemon"," Bug Catcher, carnivine, Levitate",It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.
Finneon,£172.00,66 in stock," Pokemon, Wing Fish"," finneon, Swift Swim, Wing Fish","After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
Lumineon,£72.00,76 in stock," Neon, Pokemon"," lumineon, Neon, Swift Swim","To avoid detection by predators, it crawls along the seafloor using the two fins on its chest."
Mantyke,£121.00,117 in stock," Kite, Pokemon"," Kite, mantyke, Water Absorb","When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back."
Snover,£104.00,143 in stock," Frost Tree, Pokemon"," Frost Tree, snover, Snow Warning","In the spring, it grows berries with the texture of frozen treats around its belly."
Abomasnow,£46.00,61 in stock," Frost Tree, Pokemon"," abomasnow, Frost Tree, Snow Warning",It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
Magnezone,£190.00,108 in stock," Magnet Area, Pokemon"," Magnet Area, magnezone, Sturdy",It evolved from exposure to a special magnetic field. Three units generate magnetism.
Lickilicky,£101.00,125 in stock," Licking, Pokemon"," lickilicky, Licking, Oblivious",Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.
Rhyperior,£79.00,161 in stock," Drill, Pokemon"," Drill, Lightning Rod, rhyperior",It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.
Tangrowth,£108.00,136 in stock," Pokemon, Vine"," Chlorophyll, tangrowth, Vine","Its vines grow so profusely that, in the warm season, you can’t even see its eyes."
Electivire,£61.00,155 in stock," Pokemon, Thunderbolt"," electivire, Motor Drive, Thunderbolt","It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
Magmortar,£200.00,149 in stock," Blast, Pokemon"," Blast, Flame Body, magmortar","It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles."
Togekiss,£158.00,208 in stock," Jubilee, Pokemon"," Jubilee, Serene Grace, togekiss",It shares many blessings with people who respect one another’s rights and avoid needless strife.
Yanmega,£121.00,35 in stock," Ogre Darner, Pokemon"," Ogre Darner, Tinted Lens, yanmega",This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.
Leafeon,£93.00,295 in stock," Pokemon, Verdant"," Leaf Guard, leafeon, Verdant","Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
Glaceon,£142.00,27 in stock," Fresh Snow, Pokemon"," Fresh Snow, glaceon, Snow Cloak",It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.
Gliscor,£28.00,60 in stock," Fang Scorpion, Pokemon"," Fang Scorpion, gliscor, Sand Veil",Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.
Mamoswine,£104.00,284 in stock," Pokemon, Twin Tusk"," mamoswine, Oblivious, Twin Tusk",Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
Gallade,£149.00,271 in stock," Blade, Pokemon"," Blade, gallade, Steadfast","A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
Probopass,£181.00,141 in stock," Compass, Pokemon"," Compass, probopass, Sturdy",It freely controls three small units called Mini-Noses using magnetic force.
Dusknoir,£158.00,171 in stock," Gripper, Pokemon"," dusknoir, Gripper, Pressure",The antenna on its head captures radio waves from the world of spirits that command it to take people there.
Froslass,£86.00,67 in stock," Pokemon, Snow Land"," froslass, Snow Cloak, Snow Land",Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.
Rotom,£42.00,208 in stock," Plasma, Pokemon"," Levitate, Plasma, rotom",Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
Uxie,£200.00,138 in stock," Knowledge, Pokemon"," Knowledge, Levitate, uxie",It is said that its emergence gave humans the intelligence to improve their quality of life.
Mesprit,£25.00,152 in stock," Emotion, Pokemon"," Emotion, Levitate, mesprit",It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.
Azelf,£32.00,233 in stock," Pokemon, Willpower"," azelf, Levitate, Willpower","It is thought that Uxie, Mesprit, and Azelf all came from the same egg."
Dialga,£179.00,104 in stock," Pokemon, Temporal"," dialga, Pressure, Temporal",It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
Palkia,£151.00,54 in stock," Pokemon, Spatial"," palkia, Pressure, Spatial",It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
Heatran,£142.00,120 in stock," Lava Dome, Pokemon"," Flash Fire, heatran, Lava Dome","Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves."
Regigigas,£77.00,226 in stock," Colossal, Pokemon"," Colossal, regigigas, Slow Start",There is an enduring legend that states this Pokémon towed continents with ropes.
Cresselia,£34.00,16 in stock," Lunar, Pokemon"," cresselia, Levitate, Lunar",Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.
Phione,£155.00,245 in stock," Pokemon, Sea Drifter"," Hydration, phione, Sea Drifter","It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
Manaphy,£74.00,186 in stock," Pokemon, Seafaring"," Hydration, manaphy, Seafaring",It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.
Darkrai,£59.00,223 in stock," Pitch-Black, Pokemon"," Bad Dreams, darkrai, Pitch-Black",It can lull people to sleep and make them dream. It is active during nights of the new moon.
Arceus,£53.00,72 in stock," Alpha, Pokemon"," Alpha, arceus, Multitype",It is told in mythology that this Pokémon was born before the universe even existed.
Victini,£109.00,174 in stock," Pokemon, Victory"," victini, Victory, Victory Star","When it shares the infinite energy it creates, that being’s entire body will be overflowing with power."
Snivy,£102.00,47 in stock," Grass Snake, Pokemon"," Grass Snake, Overgrow, snivy","They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop."
Servine,£154.00,82 in stock," Grass Snake, Pokemon"," Grass Snake, Overgrow, servine","When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean."
Serperior,£88.00,164 in stock," Pokemon, Regal"," Overgrow, Regal, serperior",It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
Tepig,£195.00,66 in stock," Fire Pig, Pokemon"," Blaze, Fire Pig, tepig","It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp."
Pignite,£149.00,151 in stock," Fire Pig, Pokemon"," Blaze, Fire Pig, pignite","When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
Emboar,£32.00,258 in stock," Mega Fire Pig, Pokemon"," Blaze, emboar, Mega Fire Pig",It has mastered fast and powerful fighting moves. It grows a beard of fire.
Oshawott,£194.00,157 in stock," Pokemon, Sea Otter"," oshawott, Sea Otter, Torrent","It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
Dewott,£57.00,141 in stock," Discipline, Pokemon"," dewott, Discipline, Torrent","As a result of strict training, each Dewott learns different forms for using the scalchops."
Samurott,£106.00,279 in stock," Formidable, Pokemon"," Formidable, samurott, Torrent",One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
Patrat,£116.00,294 in stock," Pokemon, Scout"," Keen Eye, patrat, Scout","Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind."
Watchog,£141.00,294 in stock," Lookout, Pokemon"," Keen Eye, Lookout, watchog","When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
Lillipup,£28.00,29 in stock," Pokemon, Puppy"," lillipup, Pickup, Puppy","Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle."
Herdier,£164.00,227 in stock," Loyal Dog, Pokemon"," herdier, Intimidate, Loyal Dog","It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
Stoutland,£37.00,80 in stock," Big-Hearted, Pokemon"," Big-Hearted, Intimidate, stoutland",Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
Purrloin,£167.00,270 in stock," Devious, Pokemon"," Devious, Limber, purrloin","They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect."
Liepard,£104.00,32 in stock," Cruel, Pokemon"," Cruel, liepard, Limber","Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react."
Pansage,£197.00,195 in stock," Grass Monkey, Pokemon"," Gluttony, Grass Monkey, pansage",It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.
Simisage,£98.00,286 in stock," Pokemon, Thorn Monkey"," Gluttony, simisage, Thorn Monkey","Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
Pansear,£194.00,247 in stock," High Temp, Pokemon"," Gluttony, High Temp, pansear",This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.
Simisear,£38.00,140 in stock," Ember, Pokemon"," Ember, Gluttony, simisear","When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets."
Panpour,£52.00,271 in stock," Pokemon, Spray"," Gluttony, panpour, Spray",The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
Simipour,£61.00,101 in stock," Geyser, Pokemon"," Geyser, Gluttony, simipour","It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail."
Munna,£172.00,278 in stock," Dream Eater, Pokemon"," Dream Eater, munna, Synchronize","It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist."
Musharna,£58.00,98 in stock," Drowsing, Pokemon"," Drowsing, musharna, Synchronize",The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
Pidove,£172.00,290 in stock," Pokemon, Tiny Pigeon"," pidove, Super Luck, Tiny Pigeon",These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.
Tranquill,£199.00,295 in stock," Pokemon, Wild Pigeon"," Super Luck, tranquill, Wild Pigeon","No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer."
Unfezant,£135.00,51 in stock," Pokemon, Proud"," Proud, Super Luck, unfezant",Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
Zebstrika,£138.00,137 in stock," Pokemon, Thunderbolt"," Lightning Rod, Thunderbolt, zebstrika","They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
Roggenrola,£41.00,96 in stock," Mantle, Pokemon"," Mantle, roggenrola, Sturdy",They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.
Boldore,£76.00,278 in stock," Ore, Pokemon"," boldore, Ore, Sturdy","When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right."
Gigalith,£67.00,18 in stock," Compressed, Pokemon"," Compressed, gigalith, Sturdy",Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
Woobat,£27.00,289 in stock," Bat, Pokemon"," Bat, Unaware, woobat",The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.
Swoobat,£49.00,109 in stock," Courting, Pokemon"," Courting, swoobat, Unaware",Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
Drilbur,£132.00,171 in stock," Mole, Pokemon"," drilbur, Mole, Sand Rush","By spinning its body, it can dig straight through the ground at a speed of 30 mph."
Excadrill,£36.00,49 in stock," Pokemon, Subterrene"," excadrill, Sand Rush, Subterrene","More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
Audino,£95.00,109 in stock," Hearing, Pokemon"," audino, Healer, Hearing","It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
Timburr,£194.00,150 in stock," Muscular, Pokemon"," Guts, Muscular, timburr","Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs."
Gurdurr,£179.00,105 in stock," Muscular, Pokemon"," gurdurr, Guts, Muscular",This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
Conkeldurr,£72.00,251 in stock," Muscular, Pokemon"," conkeldurr, Guts, Muscular","Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete."
Palpitoad,£117.00,36 in stock," Pokemon, Vibration"," Hydration, palpitoad, Vibration","It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents."
Seismitoad,£90.00,252 in stock," Pokemon, Vibration"," seismitoad, Swift Swim, Vibration",They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
Throh,£43.00,195 in stock," Judo, Pokemon"," Guts, Judo, throh","When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger."
Sawk,£129.00,95 in stock," Karate, Pokemon"," Inner Focus, Karate, sawk",Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.
Sewaddle,£40.00,137 in stock," Pokemon, Sewing"," sewaddle, Sewing, Swarm","Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers."
Swadloon,£107.00,176 in stock," Leaf-Wrapped, Pokemon"," Chlorophyll, Leaf-Wrapped, swadloon","It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests."
Leavanny,£130.00,203 in stock," Nurturing, Pokemon"," leavanny, Nurturing, Swarm",It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.
Venipede,£87.00,243 in stock," Centipede, Pokemon"," Centipede, Swarm, venipede","Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
Whirlipede,£84.00,170 in stock," Curlipede, Pokemon"," Curlipede, Swarm, whirlipede","It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent."
Scolipede,£153.00,28 in stock," Megapede, Pokemon"," Megapede, scolipede, Swarm","With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
Cottonee,£77.00,139 in stock," Cotton Puff, Pokemon"," Cotton Puff, cottonee, Prankster","Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."
Whimsicott,£26.00,30 in stock," Pokemon, Windveiled"," Prankster, whimsicott, Windveiled","Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
Petilil,£118.00,109 in stock," Bulb, Pokemon"," Bulb, Chlorophyll, petilil","Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants."
Lilligant,£137.00,209 in stock," Flowering, Pokemon"," Chlorophyll, Flowering, lilligant",Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
Sandile,£136.00,235 in stock," Desert Croc, Pokemon"," Desert Croc, Intimidate, sandile",They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
Krokorok,£135.00,168 in stock," Desert Croc, Pokemon"," Desert Croc, Intimidate, krokorok","The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness."
Krookodile,£185.00,188 in stock," Intimidation, Pokemon"," Intimidate, Intimidation, krookodile","They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
Darumaka,£106.00,96 in stock," Pokemon, Zen Charm"," darumaka, Hustle, Zen Charm","When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit."
Maractus,£31.00,120 in stock," Cactus, Pokemon"," Cactus, Chlorophyll, maractus","Arid regions are their habitat. They move rhythmically, making a sound similar to maracas."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
Dwebble,£75.00,47 in stock," Pokemon, Rock Inn"," dwebble, Rock Inn, Sturdy","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
